count,date,title,description,org_link,link
1,20230324,"KB국민은행 디지털, <b>IT</b>, <b>IT</b>_플랫폼<b>개발</b> <b>채용공고</b> 분석",<b>IT</b> <b>채용공고</b> <b>데이터 채용공고</b> <b>IT</b>_플랫폼<b>개발</b>은 결국 찾지 못했다. 손품을 더 팔면 찾을 수 있겠지만... 자! 이제 <b>채용공고</b>를 찾았다면 우리가 해야할 일들이 생겼다. 0. <b>채용공고</b> 중 본인에게 가장 적합한... ,https://blog.naver.com/moneynworks/223054466640,https://blog.naver.com/moneynworks/223054466640
2,20231225,[<b>채용공고</b>] 카카오페이 · 사업 <b>개발</b> – 마이<b>데이터</b> 신사업/전략... ,"<b>개발</b> 및 운영 경험이 있으신 분이시면 좋겠어요. <b>데이터</b> 추출 및 가공에 대한 기본적인 스킬(SQL, 엑셀) 역량이 필요해요. 제안서 등 설득력 있는 문서 작성 및 커뮤니케이션 역량이 필요해요. 우대사항 <b>IT</b>서비... ",https://blog.naver.com/inthisworkofficial/223302543795,https://blog.naver.com/inthisworkofficial/223302543795
3,20230321,2023년 종합직(일반행정 · <b>IT 개발</b>운영) <b>채용 공고</b>,"한국장학재단, 2023년 종합직 <b>채용 공고</b>! 대한민국 교육부 산하 위탁집행형 준정부기관 중 하나인... 7명 <b>IT 개발</b>운영 7명 종합직(5급) <b>채용</b> 예정! (출처 : 한국장학재단 <b>채용</b>정보) 일반행정 중 이전지역... ",https://blog.naver.com/gtelpkorea/223051307313,https://blog.naver.com/gtelpkorea/223051307313
4,20240725,"한국평가<b>데이터</b> 2024년 정규직 <b>채용</b>(신용리스크컨설팅, <b>IT</b>인... ","컴퓨터공학, <b>데이터</b> 사이언스, 상경 계열 등 관련 분야 석/박사 전공자 - 기업 신용위험관리 컨설팅 - 기업 신용평가 모형 <b>개발</b> 및 컨설팅 대졸(4년)~박사 인턴 신입 경력 (36)개월 서울 여의도 [<b>IT</b>] 인프라... ",https://blog.naver.com/passmun/223525115045,https://blog.naver.com/passmun/223525115045
5,20231027,대졸신입사원 <b>채용공고</b> / 디지털·보안.<b>데이터</b>분석 분야... ,안녕하세요 <b>IT</b>전문 <b>채용공고</b> 소식 알려드리는 타바스코 입니다. 다음 달 2일 까지 주식회사... 오뚜기 <b>채용</b> 홈페이지에서 온라인지원 지금부터 저 타바스코와 함께 디지털·보안/<b>데이터</b> 분석 모집 부문에... ,https://blog.naver.com/tabascokcook/223248147135,https://blog.naver.com/tabascokcook/223248147135
6,20240814,우리은행 디지털 <b>IT</b> 하반기 <b>채용 공고</b> 및 지원전략 알아보기,안녕하세요 오늘은 우리은행 디지털 <b>IT</b> <b>채용 공고</b> 및 지원전략에 대해서 알아보고자 합니다. 드디어... 단순히 <b>개발</b>만 하는 <b>개발</b>자뿐 아니라 이제는 <b>데이터</b>나 AI쪽분들도 지원하시는데 참고하면 좋을 거... ,https://blog.naver.com/neulbocoach/223547550709,https://blog.naver.com/neulbocoach/223547550709
7,20230113,[써니마인드] 2023년 <b>데이터</b>사이언스/AI <b>개발</b> 경력자 <b>채용 공고</b>,"2023년도 (주)써니마인드 <b>데이터</b>사이언스/AI<b>개발</b> 경력자 <b>채용</b> 모집 써니마인드는 리뷰마인드 SW, 최신자연어(NLP) 및 딥러닝/전이학습 인공지능 기술을 기반으로 고객보이스 <b>데이터</b>를 신속, 정확... ",https://blog.naver.com/crediteva/222983427234,https://blog.naver.com/crediteva/222983427234
8,20240501,"심리상담, <b>데이터</b>분석 <b>IT</b>전산 등 <b>채용 공고</b> 지원하기... ","심리상담, <b>데이터</b>분석 <b>IT</b>전산 등 <b>채용 공고</b> 지원하기, 자기소개서 자소서 NCS 필기 면접 취업 학원... 도로교통공단은 도로교통안전 종합전문기관으로서, 교통안전에 관한 교육, 홍보, 연구, 기술 <b>개발</b>과... ",https://blog.naver.com/alsldd3/223433127688,https://blog.naver.com/alsldd3/223433127688
9,20230108,23년 현대카드/현대커머셜 Digital <b>IT 개발</b> <b>채용공고</b>,이번 시간에는 현대카드/현대커머셜 Digital <b>IT 개발</b> <b>채용공고</b>에 대한 포스팅을 진행하겠습니다. 본 모집은 Digital <b>IT 개발</b> 신입 직원을 <b>채용</b>하는 <b>공고</b>입니다. <b>채용공고</b> 본 <b>채용</b>은... ,https://blog.naver.com/rlarlf1345/222978451598,https://blog.naver.com/rlarlf1345/222978451598
10,20240229,(주)케이티 2024 KT <b>채용공고</b> <b>IT</b>설계 정보보안 SW<b>개발</b>... ,"이번 KT <b>채용공고</b>가 디지털혁신 분야에서 R&amp;D부터 <b>IT</b>컨설팅, 정보보안, <b>IT</b>설계, SW<b>개발</b> 등을 넘어 <b>IT</b>기술영업까지 다양한 우수인재를 모집하고 있는 것으로 미루어 보아 정말 많은 분들의 능력을 발휘할 수... ",https://blog.naver.com/itbankbs/223369115132,https://blog.naver.com/itbankbs/223369115132
11,20240129,[1월 5주차 <b>IT</b> <b>채용</b>소식]... 사용하는 <b>채용 공고</b> 모음ZIP,"취업지원센터 <b>IT</b> 전문 컨설턴트입니다! 1월 5주차는 Python을 사용하는 기술 모음ZIP으로 에널리스틱부터 프로그램 <b>개발</b>자 등! Python을 주력으로 취업하고 싶다면, 1월 5주차 <b>채용공고</b> 소식을... ",https://blog.naver.com/multicampus_it/223336965885,https://blog.naver.com/multicampus_it/223336965885
12,20230109,"[<b>채용공고</b>] 퓨처메인 2023 <b>IT개발</b>, PM 전부문 정규직 신입... ","퓨처메인 <b>IT개발</b>,PM <b>채용공고</b> 바로가기▼▼ ▼▼잡코리아 퓨처메인 <b>IT개발</b> 전부문 <b>채용공고</b> 바로가기▼▼ ▼▼잡코리아 퓨처메인 PM/PMO <b>채용공고</b> 바로가기▼▼ &lt;2023 영업, 인사·총무, 엔지니어링... ",https://blog.naver.com/futuremain/222978916457,https://blog.naver.com/futuremain/222978916457
13,20240501,(UNDP) 서울정책센터 <b>데이터</b> 및 디지털 혁신 펠로우 <b>채용공고</b>,유엔<b>개발</b>계획(UNDP) 서울정책센터 <b>채용공고</b> 유엔<b>개발</b>계획(UNDP) 서울정책센터에서 아래와 같이 <b>개발</b>협력 이니셔티브 지원을 위한 <b>데이터</b> 및 디지털 혁신 펠로우(Data and Digital Innovation Fellow)를... ,https://blog.naver.com/so_choi_/223432642470,https://blog.naver.com/so_choi_/223432642470
14,20230112,[<b>채용공고</b>] 신한EZ손해보험 – <b>IT개발</b>팀 신입직원모집(KT... ,"<b>채용</b> 모집 분야 : <b>IT개발</b>업무 신한EZ손해보험에서는 <b>개발</b>업무에 열정을 쏟아줄 신입사원을... 신규시스템 <b>개발</b>(AI연계), 차세대 시스템 <b>개발</b>업무를 담당해요. <b>데이터</b>처리/분석 시스템 <b>개발</b>(대외기관 연동)... ",https://blog.naver.com/inthisworkofficial/222982117039,https://blog.naver.com/inthisworkofficial/222982117039
15,20240805,현대자동차 <b>IT</b> 면접 경력직 후기 (+7월 <b>채용 공고</b>),"이번 시간에는 <b>IT</b> 경력직 지원자의 준비과정, <b>채용공고</b>와 후기, 기출 질문 등 하나씩 자세하게... 그 중에서 연구<b>개발</b> 파트 등 특수직군에서는 원데이트랙으로 삼성처럼 원데이로 하루에 직무... ",https://blog.naver.com/ve_getable/223537263699,https://blog.naver.com/ve_getable/223537263699
16,20230413,<b>채용 공고</b> (일반 · 장애인 · 취업지원대상자 · <b>데이터</b>... ,"<b>채용</b>분야 <b>채용</b>인원 일반직 5급 일반 18명 장애인 4명 취업지원대상자 1명 <b>데이터</b> 3명 관광<b>개발</b> 2명 일반 18명, 장애인 4명 등 총 28명을 <b>채용</b>할 예정입니다. (출처 :한국관광공사 인재<b>채용</b>) 단... ",https://blog.naver.com/gtelpkorea/223073109923,https://blog.naver.com/gtelpkorea/223073109923
17,20240715,부산지역 '<b>IT개발</b> <b>채용</b> 공모' 소식,부산에도 숨은 <b>IT개발</b> <b>채용공고</b> 소식들이 많이 발생하고 있습니다. 아래 업체들은 현재 <b>채용</b>... 경력3년이상 <b>데이터</b>분석팀/ 웹<b>개발</b> 모집부문 IDQ실/<b>데이터</b>분석팀 업무내용 웹 어플리케이션 기반 Data... ,https://blog.naver.com/busanit_edu/223513084178,https://blog.naver.com/busanit_edu/223513084178
18,20240811,GS네오텍 <b>IT</b> <b>채용 공고</b> 및 지원 전략 알아보기,안녕하세요 오늘은 GS네오텍 <b>IT</b> <b>채용 공고</b>에 대해서 알아보고 지원전략에 대해서도 알아보고자... DATA엔지니어와 <b>개발</b>입니다. DATA엔지니어는 <b>데이터</b>베이스 및 SQL에 대한 이해가 2년 정도 있으면 가능합니다.... ,https://blog.naver.com/neulbocoach/223543827940,https://blog.naver.com/neulbocoach/223543827940
19,20231011,"<b>IT</b>기업 코아아이티 <b>채용 공고</b>(<b>개발</b>자, 기획자, 웹디자이너... ",#<b>채용공고</b> #<b>IT</b>회사 #<b>IT</b>기업 #코아아이티 #<b>개발</b>자<b>채용</b> #기획자<b>채용</b> #웹퍼블리셔 #청주<b>채용</b> #청주<b>IT</b>... 작동하고 <b>데이터</b>가 효율적으로 이루어질 수 있도록 합니다. 모집부문 상세 내용 근무지 공통 자격요건... ,https://blog.naver.com/coreit_gene/223233527437,https://blog.naver.com/coreit_gene/223233527437
20,20240517,[<b>채용공고</b>] <b>IT</b>엔지니어 (도쿄근무) / ~400만엔 ↑,"빛나는 <b>IT</b>전문기업으로 도약중에 있습니다. 회사정보 대표님이 한국분이신지, 한국에서 <b>채용공고</b>를... 전달 시스템 ■ 빅<b>데이터</b> 분석 시스템 ■ 통신 제어 시스템 ■ 가상화 인프라 구축 ■ AWS 인프라 구축",https://blog.naver.com/ostgroup/223441240716,https://blog.naver.com/ostgroup/223441240716
21,20230914,<b>데이터</b>라벨러_장애인 <b>채용 공고</b>,<b>데이터</b>라벨러_장애인 <b>채용</b> 관련 구인<b>공고</b>입니다 워크넷에서 더 자세한 사항은 확인해 보세요 장애여성인력<b>개발</b>센터_취업팀/ 02 - 6929 - 0002 [ <b>데이터</b>라벨러 모집 <b>공고</b> _ 장애인 <b>채용</b> 관련 _ 워크넷 ] A. (주)... ,https://blog.naver.com/wsbtwork/223211193309,https://blog.naver.com/wsbtwork/223211193309
22,20240315,서울대학교병원 <b>데이터</b> 엔지니어 <b>채용공고</b> (생체신호/EMR 기반... ,빅<b>데이터</b> 구축 및 AI기반 CDSS <b>개발</b>.pdf 연구 기간은 2021 ~ 2025로 되어있습니다. #서울대학교병원<b>데이터채용</b> #서울대학교병원빅<b>데이터</b> #서울대학교병원<b>채용</b> #의료<b>데이터채용공고</b> #빅<b>데이터채용공고</b>... ,https://blog.naver.com/dlfpsjftm/223384213154,https://blog.naver.com/dlfpsjftm/223384213154
23,20240213,[2월 2주차 <b>IT</b> <b>채용</b>소식] 경상도 <b>IT</b> <b>채용공고</b>는 무엇이 있을까?,경상도 <b>IT</b> 직무 <b>채용 공고</b>에 대해 안내해 드리겠습니다! 트 리 노 드 주 식 회 사 모집부분 <b>데이터</b> 분석 팀 - 웹 <b>개발</b> 담당업무 웹 어플리케이션 기반 Data Visualization 및 Tool <b>개발 데이터</b> 분석... ,https://blog.naver.com/multicampus_it/223351842726,https://blog.naver.com/multicampus_it/223351842726
24,20240723,[감사원] <b>데이터</b> 분석 분야(6급) 경력경쟁<b>채용</b>시험 <b>공고</b>,"감사원 <b>공고</b> 제2024-55호 감사원 <b>데이터</b> 분석 분야(6급) 경력경쟁<b>채용</b>시험 <b>공고</b> 감사원에서는 <b>데이터</b>... 분야】 <b>IT개발</b> 및 운영체제, <b>IT</b>감사 및 내부통제 컨설팅, 빅<b>데이터</b> 수집·분석·응용·융합, <b>데이터</b>마이닝... ",https://blog.naver.com/sj_worker/223523075428,https://blog.naver.com/sj_worker/223523075428
25,20240728,"블레이드, PC 게임 버전 <b>개발</b> 위해 <b>채용 공고</b>를 게시하다?","다양한 <b>개발</b>자 <b>채용</b>하는 <b>공고</b>들 사이에서 'PC 제작'이 별도 추가 기재되어 있는 전투 디자이너 모집 <b>공고</b>의 경우 PC 스킬 디자인 및 관련 <b>데이터</b> 작업, PC 관련 시스템 디자인 및 제작 진행, 게임의... ",https://blog.naver.com/kdww1203/223527740994,https://blog.naver.com/kdww1203/223527740994
26,20240501,[<b>채용공고</b>] 중고나라 · [<b>개발</b>] <b>데이터</b> 엔지니어 (신입),"정규직 상시 <b>채용</b> ■ 함께 하시게 될 팀과 포지션을 소개합니다 저희 팀은 중고나라에서 Machine learning, Data Engineering 기술을 활용하여 새로운 가치를 창출하는 팀입니다. 조직의 <b>데이터</b> 엔지니어링... ",https://blog.naver.com/inthisworkofficial/223432897180,https://blog.naver.com/inthisworkofficial/223432897180
27,20231018,한국체육산업<b>개발</b> <b>채용 공고</b> 정보,있는 <b>IT</b> 기술입니다. 클라우드는 기업의 <b>데이터</b>와 애플리케이션을 인터넷을 통해 중앙 서버에 저장하고 sil15302.tistory.com 질문 FAQ 한국체육산업<b>개발</b> <b>채용</b>에 어떤 분야에서 지원할 수 있나요?... ,https://sil15302.tistory.com/1517,https://sil15302.tistory.com/1517
28,20240807,2024년 한국체육산업<b>개발</b> 정규직 <b>채용 공고</b> 및 NCS... ,20010401 <b>IT</b>프로젝트관리 보러가기 20010601 정보보호관리·운영 보러가기 <b>채용공고</b> 확인 및 문의처 문의처 ☎ 원서접수 및 일정 관련 : 070-4896-0800' 지금까지 2024년 한국체육산업<b>개발</b> 정직원 공개... ,https://blog.naver.com/runplusdev/223539647505,https://blog.naver.com/runplusdev/223539647505
29,20240408,"외국계 <b>채용</b> [말레이시아 취업] <b>IT</b> Telemetry Supporter, B2B... ","외국계 <b>채용</b> [말레이시아 취업] <b>IT</b> Telemetry Supporter, B2B 챗서포트, 외항사 고객지원팀 <b>공고</b> 모집 안녕하세요. 취업비서 인크루트 입니다. 오늘은 외국계 및 글로벌 커리어 <b>개발</b>을 원하시는... ",https://blog.naver.com/incruit1/223409225878,https://blog.naver.com/incruit1/223409225878
30,20240810,한국투자저축은행 한투저 <b>IT</b> <b>채용 공고</b> 및 지원 후기,"대규모 <b>채용</b>만큼 이번에도 <b>IT</b>는 0명모집하며, 분당 서현에서 근무를 하게 됩니다. 면접 장소도 당연히 서현에서 진행됩니다. 주요직무를 살펴보면, 여신 계정계 시스템 <b>개발</b>/운영, 정보계 <b>데이터</b> 관리/운영... ",https://blog.naver.com/neulbocoach/223542859738,https://blog.naver.com/neulbocoach/223542859738
31,20221117,'<b>IT</b> 취업' 준비하고 있다면? : <b>채용 공고</b> 검색 관리 서비스... ,"오늘은 '<b>IT</b> <b>채용 공고</b>를 쉽게 검색하고 관리할 수 있는 서비스'를 <b>개발</b> 중인 소마 연수생분들을 만나고 왔습니다! 바로 만나러 가보시죠! Q. 자기소개 부탁드려요! 왼쪽부터 강정현, 박주원, 위영민 연수생  주원... ",https://blog.naver.com/sw_maestro/222930089096,https://blog.naver.com/sw_maestro/222930089096
32,20240701,"[<b>채용공고</b>] 비에스씨 <b>IT</b> 기획자, Java <b>개발</b>자 <b>채용</b>",대규모 <b>IT</b> 프로젝트 관리 경험 Agile/Scrum 방법론 경험 <b>데이터</b> 분석 및 보고 능력 높은 커뮤니케이션 스킬 ■ Java 풀스택 <b>개발</b>자 <b>채용</b> 안내 [직무 개요] Java 기반의 웹 응용 프로그램 및 시스템 <b>개발</b>... ,https://blog.naver.com/bsc_hr/223495241647,https://blog.naver.com/bsc_hr/223495241647
33,20220611,[서울/의왕] NH농협은행 빅<b>데이터</b>분석/ <b>IT</b>모바일 <b>개발</b> <b>채용공고</b>,"분 - <b>데이터</b> 분석 배경, 이슈, 기대효과 및 제약사항 파악 능력을 갖추신 분 &lt;<b>IT</b> 모바일 <b>개발</b>... 신규직원 <b>채용</b> (22년 9월 중 예정) 이후 계속 근무가 가능하신 분 - 해외여행에 결격 사유가 없는 분 - 당행... ",https://blog.naver.com/sbc-uou/222768640696,https://blog.naver.com/sbc-uou/222768640696
34,20240417,"'AI 일자리 지도', AI <b>채용 공고</b> 42% 증가…<b>IT</b> 직군 31% 감소... ",<b>공고</b>는 2022년 말 대비 42% 증가했으나 <b>IT</b> 직군 일자리는 31% 감소. ㅡ 코로나19 이후 업황 자체가 둔화한 데다 AI 발달 등으로 과거처럼 대규모 인재를 <b>채용</b>해야 할 필요성이 떨어지는 추세 ㅡ <b>개발</b>직... ,https://pcgeeks.tistory.com/25297,https://pcgeeks.tistory.com/25297
35,20240205,[2월 1주차 <b>IT</b> <b>채용</b>소식] 설 연휴기간 지원하기 좋은 <b>채용공고</b>!!,"rPageCode=SL&amp;logpath=21 (주) 이 카 운 트 모집부분 DA(Data Architect) 신입 담당업무 전사 <b>데이터</b>의... rPageCode=SL&amp;logpath=21 지금까지 2월 1주차 <b>IT</b> <b>채용 공고</b> 소식, 24년 설 연휴동안 지원하기 좋은 기업들에... ",https://blog.naver.com/multicampus_it/223344751124,https://blog.naver.com/multicampus_it/223344751124
36,20221128,"<b>채용</b> 우대 <b>IT</b> 자격증 2023년 시험 일정 (ADsP, 빅<b>데이터</b>분... ","어느새 코 앞으로 다가온 계묘년 2023 은행권 취업을 준비한다면 <b>채용공고</b>를 보면서 디지털,<b>데이터</b>,<b>IT</b>... 금융업계는 물론 마케팅, <b>개발</b>직 등 비전공자들도 관심을 보이는 자격증으로 비전공자라도 할지라도... ",https://blog.naver.com/ubion_corp/222940459733,https://blog.naver.com/ubion_corp/222940459733
37,20190520,[<b>채용공고</b>] (주)테스트웍스 / <b>데이터</b> 어노테이터 모집,"<b>IT</b>분야에 관심이 있거나, 종사자 였던 분들께 추천드립니다. 이번 <b>데이터</b> 어노테이터 <b>채용공고</b>를 확인하시어 좋은 기업에 취업되시길 바라겠습니다~ 지금까지 은평여성인력<b>개발</b>센터에서 안내해드렸습니다.... ",https://blog.naver.com/epwomen2/221542201165,https://blog.naver.com/epwomen2/221542201165
38,20240108,[<b>채용공고</b>] 메리츠증권 · <b>IT</b>부문_업무시스템 <b>개발</b> <b>채용공고</b>... ,"■ <b>공고</b>내용 ○ <b>채용</b>부문 – <b>IT</b> 부문 업무시스템 <b>개발</b> (신입 / 경력) ○ 담당업무 – 계좌, 출납, 금융상품 업무 원장 <b>개발</b> ○ 우대사항 – 금융권 동종 업무 시스템 설계/<b>개발</b>(SI,SM) 경험이 있는 자 – C... ",https://blog.naver.com/inthisworkofficial/223315700383,https://blog.naver.com/inthisworkofficial/223315700383
39,20210609,"상반기 <b>채용공고</b>(<b>IT</b>·<b>데이터</b>, 보훈, 글로벌IB, 경영관리)... ","(800Bytes ) 4 <b>IT개발</b> 관련 프로젝트 및 기타 학습(공모전, 논문, 이수과목 등)을 진행한 경험을... <b>채용공고</b> [ 2021년 국민은행 수시<b>채용</b> 및 특별<b>채용</b> ] <b>IT</b>·<b>데이터</b>, 보훈 / 글로벌IB Apprentice / 경영관리 경력 <b>채용</b>... ",https://blog.naver.com/power2know/222391268952,https://blog.naver.com/power2know/222391268952
40,20240701,'<b>채용</b>트렌드 변화' 지난 3년간 <b>IT</b> <b>채용공고</b> 늘었지만 ①... ,대기업 <b>IT</b> 계열사에 재직 중인 2년 차 <b>개발</b>자 C씨는 중고 신입으로 재취업을 준비하고 있다. C씨는 &quot;신입 <b>채용 공고</b>가 간혹 있긴 하지만 같은 <b>공고</b>여도 <b>채용</b> 인원이 줄고 있는 느낌&quot;이라며 &quot;신입 <b>채용</b>도... ,https://blog.naver.com/thesummerofus/223497458420,https://blog.naver.com/thesummerofus/223497458420
41,20240806,KSM <b>IT</b> 보안 ICT 신입 경력 <b>채용 공고</b>,MES<b>데이터</b> 쪽 설계와 <b>개발</b>이 주요 업무입니다. 전형절차 서류전형 이후 실무면접 과 임원면접을 거치고 최종합격을 하는 프로세스를 진행합니다. 취업꿀팁 코딩테스트나 전공필기 시험이 없는 <b>채용공고</b>의... ,https://blog.naver.com/neulbocoach/223538525257,https://blog.naver.com/neulbocoach/223538525257
42,20201102,"<b>채용</b> (마케팅,<b>데이터</b>분석,ICT<b>개발</b>)B2사원 정기<b>채용공고</b>","신한카드 <b>채용</b> (마케팅,<b>데이터</b>분석,ICT<b>개발</b>)B2사원 정기<b>채용공고</b> 안녕하세요. 좋은 일 찾을 땐... ICT <b>개발</b> 직무에서는 <b>IT</b> 시스템 기획/<b>개발</b>/운영, 웹서비스<b>개발</b>/ 모바일앱 <b>개발</b>, System Admin/ DBA, Network 분석... ",https://blog.naver.com/incruit1/222133155910,https://blog.naver.com/incruit1/222133155910
43,20240517,용산구 <b>채용</b>정보 대방출! <b>IT개발</b>부터 주부까지 다양한 직종 소개,"지역별 <b>채용</b>정보를 확인할 수 있습니다. <b>IT개발</b>, <b>데이터</b>, 마케팅, 회계, 기획 등 다양한 직종의... 회계·<b>IT</b> 등 업종별로 원하는 정보를 찾을 수 있습니다. 또한, 공무직일자리 홈페이지에서도 다양한 <b>채용공고</b>를... ",https://blog.naver.com/procedur6431/223449549382,https://blog.naver.com/procedur6431/223449549382
44,20171113,"미국 뉴저지 <b>IT</b> 취업, <b>IT개발</b>관련 미국인턴 직원 <b>채용공고</b> 오픈!",이번에 안내드릴 미국인턴 직원 <b>채용공고</b>는 모처럼 반가운 '<b>IT 개발</b>' 관련 포지션입니다. 정말로 반가운 마음이랍니다. 기디라시는 분들도 계셨을줄로 알고요^*^ 회사는 미국 뉴저지 Hackensack에... ,https://blog.naver.com/careerusa/221139122461,https://blog.naver.com/careerusa/221139122461
45,20210518,2021년 상반기 우리은행 디지털/<b>IT</b>부문 신입행원 <b>채용 공고</b>,"상 <b>채용</b>에 결격사유가 없는 자 &lt;우대사항&gt; -금융 및 디지털 관련 자격증 보유자 -디지털/<b>IT</b>부문 관련 공모전(경진대회) 수상자 (빅<b>데이터</b>, AI, 소프트웨어 및 APP <b>개발</b>, 정보보호 등 디지털/<b>IT</b>부문 관련... ",https://blog.naver.com/tradepeople/222355712802,https://blog.naver.com/tradepeople/222355712802
46,20210614,"국민은행 <b>채용 공고</b> 확인하고, <b>데이터</b>, <b>IT</b> 직군 <b>채용</b> 준비하자","<b>채용공고</b> <b>IT</b>부문 수시<b>채용</b> &lt;모집부문&gt; 구분 모집부문 모집인원 주요업무 신입 <b>IT</b> 00명 - 은행 내 <b>IT</b> 서비스 <b>개발</b> 및 운영 - Mobile 등 비대면 채널 <b>개발</b> 및 운영 - 시스템 운영, 정보보호, 신기술 기반 업무 추진... ",https://blog.naver.com/vbvb15/222397417566,https://blog.naver.com/vbvb15/222397417566
47,20240311,[3월 2주차 <b>채용</b>소식] 이번주 <b>데이터</b> 관련 <b>채용공고</b>는 어디?,취업지원센터 <b>IT</b> 전문 컨설턴트입니다! 최근 찾기 힘든 신입 <b>데이터</b> 관련 <b>채용공고</b>!! (신입... 공간 <b>데이터</b> 분석 및 모형 <b>개발</b> - <b>데이터</b> 분석 결과 해석 및 보고서 작성 - 기계 학습 및 인공지능... ,https://blog.naver.com/multicampus_it/223379841510,https://blog.naver.com/multicampus_it/223379841510
48,20231206,하나은행 <b>데이터</b>분석 및... <b>개발</b> Digital Hana <b>채용 공고</b>,금융서비스 <b>개발</b> 흔히 말하는 <b>IT</b> 분야 컴공 전공생들이 가고자 하는 곳이며 <b>개발</b>자로 길러주는 과정인거... 어떻게 <b>개발</b>하는지 알게되며 좋은 기회가 되지 않을까 싶습니다. 2. <b>데이터</b>분석 및 서비스기획... ,https://blog.naver.com/neulbocoach/223284353300,https://blog.naver.com/neulbocoach/223284353300
49,20240118,현대오토에버 <b>IT</b> <b>채용 공고</b> 분석,오늘은 현대오토에버 <b>IT</b> 직무 <b>채용 공고</b>에 대해서 분석하도록 하겠습니다. 너무 많은 직무들 때문에... 차량 SW 평가 도구 <b>개발</b> 등등 많지만 <b>IT</b> 관련 <b>개발</b>자나 <b>데이터</b> 관련 전문가 <b>채용</b> 위주로 보도록... ,https://blog.naver.com/neulbocoach/223326214210,https://blog.naver.com/neulbocoach/223326214210
50,20160409,[해외취업] 미국 <b>IT</b>소프트웨어... 앱 <b>개발</b> 미국인턴 <b>채용공고</b>!,"앞서서 미국공항지상직 인턴 <b>채용공고</b> 안내드렸는데요, 이번에 안내드릴 미국인턴쉽 오프닝은 <b>IT</b>소프트웨어 <b>개발</b>회사의 <b>개발</b>자 <b>채용 공고</b>입니다. 캘리포니아주 LA 지역... ",https://blog.naver.com/careerusa/220678640903,https://blog.naver.com/careerusa/220678640903
51,20210424,"2021년 1분기, <b>IT</b>직종 <b>채용공고</b> 전년 동기 대비 21.1% 증가","2021년 1분기 <b>IT</b>직종 <b>채용공고</b> 전년 동기 대비 21.1% 증가 <b>IT</b>인재 확보를 위해 기업들의 치열한... 전체 <b>IT</b>직 <b>채용</b> 비중의 18.8%를 차지해 가장 많았으며, 2위는 QA·테스터·검증(18.7%), 3위는 빅<b>데이터</b>... ",https://blog.naver.com/tradepeople/222321222948,https://blog.naver.com/tradepeople/222321222948
52,20240422,<b>채용</b>소식] 낭만의 도시 부산에서 취업하는 <b>IT</b>/SW <b>채용공고</b>!,대한민국 해양 수도이자 낭만의 도시 부산에서 일하는 <b>IT</b>/SW <b>개발</b>자 <b>채용 공고</b>! 부산에 위치한... 백엔드 <b>개발</b>자 담당업무 - 백엔드 시스템 <b>개발</b> 및 유지보수 - <b>데이터</b> 베이스 설계 및 관리... ,https://blog.naver.com/multicampus_it/223423543710,https://blog.naver.com/multicampus_it/223423543710
53,20231121,롯데손해보험 디지털 <b>IT 개발</b> 운영 전략 <b>채용공고</b> 및 지원전략,우선 <b>채용 공고</b>를 보면 <b>개발</b> / 운영 / 전략에 대해서 나눠서 <b>채용</b>하며 각각 어떤 인재를 희망하는지 알 수 있습니다. 코딩테스트가 없는 줄 알았는데 자세히 보니 면접전형에서 <b>개발</b>은 코딩테스트를 본다고... ,https://blog.naver.com/neulbocoach/223270838250,https://blog.naver.com/neulbocoach/223270838250
54,20240813,수협은행 <b>IT</b> 인재 <b>채용 공고</b> 및 지원전략,"안녕하세요 오늘은 수협은행 <b>IT</b> 인재 직무 <b>채용 공고</b> 및 지원전략에 대해서 알아보고자 합니다. 요새... 수협은행에서 디지털 플랫폼 및 <b>IT</b> 인프라에 투자하는 사업이 어딘지 살펴보면 금융마이<b>데이터</b>, 모바일... ",https://blog.naver.com/neulbocoach/223546503554,https://blog.naver.com/neulbocoach/223546503554
55,20240119,아이크래프트 <b>IT</b> <b>채용 공고</b> 분석 및 지원전략 알아보기,오늘은 아이크래프트 기업의 <b>IT</b> <b>채용 공고</b> 분석과 지원전략에 대해서 알아보도록 하겠습니다.... InfiniBand는 고성능 컴퓨팅과 기업용 <b>데이터</b> 센터에서 사용되는 스위치 방식의 통신 연결 방식이라고 합니다!... ,https://blog.naver.com/neulbocoach/223327490032,https://blog.naver.com/neulbocoach/223327490032
56,20180503,"미국취업 안내, 웹사이트 <b>개발</b>업무 <b>IT</b> 미국인턴 직원<b>채용공고</b>!","뉴욕 웹<b>개발</b>자 미국취업 안내,웹사이트 <b>개발</b>업무 <b>IT</b> 미국인턴 직원챙용<b>공고</b>! 안녕하세요.... 미국인턴<b>채용공고</b>,싱가폴취업 <b>채용공고</b>들이 상상을 초월하게 많지만 마음을 비우고 극히 일부이지만 그래도... ",https://blog.naver.com/careerusa/221267491626,https://blog.naver.com/careerusa/221267491626
